personne_code	document_code	anchor	occurrence	role_code
la_grange	merveilles17_ms_acflagrange_004	author	Varlet Charles, sieur de La Grange (1635-1692).	auteur
louisxiv	merveilles17_ms_acflagrange_004	pers1	Roy	commanditaire
philidor_andre	merveilles17_ms_amours-philidor	author	Philidor André (1652?-1730).	auteur
louisxiv	merveilles17_ms_amours-philidor	pers1	sa Majesté	danseur
philidor_andre	merveilles17_ms_amours-philidor	pers2	Philidor laisné	auteur
louisxiv	merveilles17_ms_amours-philidor	pers3	Roy	participant
louisxiv	merveilles17_ms_amours-philidor	pers4	sa Majesté	
louisxiv	merveilles17_ms_amours-philidor	pers5	Roy	
le_gros	merveilles17_ms_amours-philidor	pers6	Mr le Gros	chanteur
anna_bergerotti	merveilles17_ms_amours-philidor	pers7	Seignora Anna	chanteur
louisxiv	merveilles17_ms_ankk213_025	pers1	Roi	commanditaire
michel_d_aligre	merveilles17_ms_ankk213_025	pers2	messire Michel d'Aligre	organisation
louisxiv	merveilles17_ms_ankk213_025	pers3	Roi	
moliere	merveilles17_ms_ankk213_025	pers4	Jean Baptiste Pocquelin de Molière	acteur
philippe_orleans	merveilles17_ms_ankk213_025	pers5	Monsieur	
moliere	merveilles17_ms_ankk213_025	pers6	Jean-Baptiste Pocquelin de Molière	auteur
philippe_orleans	merveilles17_ms_ankk213_025	pers7	Monsieur	
le_normand_jacques_i	merveilles17_ms_anmcrs388	author	Le Normand Jacques I	auteur
antoine_petit	merveilles17_ms_anmcrs388	pers1	Anthoine Petit	fournisseur
vigarani	merveilles17_ms_anmcrs388	pers2	Maistre Charles de Vigarany	organisation
vigarani	merveilles17_ms_anmcrs388	pers3	sieur Vigarany	organisation
antoine_petit	merveilles17_ms_anmcrs388	pers4	Petit	fournisseur
antoine_petit	merveilles17_ms_anmcrs388	pers5	Petit	fournisseur
vigarani	merveilles17_ms_anmcrs388	pers6	sieur Vigarany	organisation
vigarani	merveilles17_ms_anmcrs388	pers7	sieur Vigarany	organisation
antoine_petit	merveilles17_ms_anmcrs388	pers8	Petit	fournisseur
antoine_petit	merveilles17_ms_anmcrs388	pers9	Petit	fournisseur
vigarani	merveilles17_ms_anmcrs388	pers10	sieur Vigarany	organisation
vigarani	merveilles17_ms_anmcrs388	pers11	VIGARANY	organisation
antoine_petit	merveilles17_ms_anmcrs388	pers12	A. PETIT	fournisseur
jean_chuppin	merveilles17_ms_anmcrs388	pers13	CHUPPIN	
le_normand_jacques_i	merveilles17_ms_anmcrs388	pers14	LENORMAND	
michel_d_aligre	merveilles17_ms_ano12984_001	author	d’Aligre Michel (-1675).	auteur
louisxiv	merveilles17_ms_ano12984_001	pers1	Roy	
michel_d_aligre	merveilles17_ms_ano12984_001	pers2	Michel daligre	organisation
christophe_gaulard	merveilles17_ms_ano12984_001	pers3	Cristophe Gaulard	organisation
louisxiv	merveilles17_ms_ano12984_001	pers4	Roy	
louisxiv	merveilles17_ms_ano12984_001	pers5	Sa Majesté	spectateur
antoine_gonzalez	merveilles17_ms_ano12984_001	pers6	Antoine Gonzales	artificier
louisxiv	merveilles17_ms_ano12984_001	pers7	sa majesté	commanditaire
louis_lazure	merveilles17_ms_ano12984_001	pers8	Louis Lazure	organisation
louisxiv	merveilles17_ms_ano12984_001	pers9	Roy	
louisxiv	merveilles17_ms_ano12984_001	pers10	sa Majesté	commanditaire
antoine_gonzalez	merveilles17_ms_ano12984_001	pers11	antoine Gonzalles	artificier
frans_simon	merveilles17_ms_ano12984_001	pers12	fran.s Simon	organisation
louisxiv	merveilles17_ms_ano12984_001	pers13	S. M	
Baldini_S	merveilles17_ms_bavmscheii38_257	author	Baldini Sebastiano (1615-1685).	auteur
flavio_chigi	merveilles17_ms_bavmscheii38_257	pers1	Le cardinal	
louisxiv	merveilles17_ms_bavmscheii38_257	pers2	le roi	
louisxiv	merveilles17_ms_bavmscheii38_257	pers3	S.M.	spectateur
michel_d_aligre	merveilles17_ms_bnfmscolbert268_038	pers1	d’Aligre	organisation
louisxiv	merveilles17_ms_bnfmscolbert268_038	pers2	Sa maiesté	commanditaire
philippe_orleans	merveilles17_ms_bnfmscolbert268_038	pers3	mons.r le duc d’Orleans	
michel_d_aligre	merveilles17_ms_bnfmscolbert268_038	pers4	Michel d’Aligre	organisation
louisxiv	merveilles17_ms_bnfmscolbert268_038	pers5	Sa maiesté	commanditaire
moliere	merveilles17_ms_bnfmscolbert268_038	pers6	Molieres	
philippe_orleans	merveilles17_ms_bnfmscolbert268_038	pers7	mons.r le duc d’Orleans	
louisxiv	merveilles17_ms_bnfmscolbert268_038	pers8	Sa ma.té	commanditaire
paul_chantelou	merveilles17_ms_bnfmsfr6143	author	Fréart de Chantelou Paul (1609-1694).	auteur
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers1	S.E	
charles_sainte-maure_montausier	merveilles17_ms_bnfmsfr6143	pers2	M. de Montausier	
bonacorsi	merveilles17_ms_bnfmsfr6143	pers3	M. Bonacorsj	
paul_chantelou	merveilles17_ms_bnfmsfr6143	pers4	s.r de Chantelou	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers5	S.E.	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers6	S.E.	
louisxiv	merveilles17_ms_bnfmsfr6143	pers7	Le roy	spectateur
marie_therese	merveilles17_ms_bnfmsfr6143	pers8	les reynes	spectateur
anne_d_autriche	merveilles17_ms_bnfmsfr6143	pers9	les reynes	spectateur
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers10	M. le légat	spectateur
anne_d_autriche	merveilles17_ms_bnfmsfr6143	pers11	la reyne Mère	spectateur
louisxiv	merveilles17_ms_bnfmsfr6143	pers12	Sa Majesté	spectateur
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers13	S.E.	spectateur
louise_savoie_bade	merveilles17_ms_bnfmsfr6143	pers14	la Princesse de Bade	spectateur
philippe_orleans	merveilles17_ms_bnfmsfr6143	pers15	Monsieur	spectateur
louisxiv	merveilles17_ms_bnfmsfr6143	pers16	le roy	spectateur
madame_montespan	merveilles17_ms_bnfmsfr6143	pers17	Madame de Montespan	spectateur
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers18	S.E.	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers19	S.E	
corneille	merveilles17_ms_bnfmsfr6143	pers20	s.r Corneille	auteur
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers21	S.E.	spectateur
philippe_orleans	merveilles17_ms_bnfmsfr6143	pers22	Monsieur	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers23	S.E.	convive
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers24	S.E.	
louisxiv	merveilles17_ms_bnfmsfr6143	pers25	le roy	
marie_therese	merveilles17_ms_bnfmsfr6143	pers26	les reynes	
anne_d_autriche	merveilles17_ms_bnfmsfr6143	pers27	les reynes	
philippe_orleans	merveilles17_ms_bnfmsfr6143	pers28	S.A.R. [le duc d’Orléans] 	spectateur
paul_chantelou	merveilles17_ms_bnfmsfr6143	pers29	le s.r de Chantelou	organisation
louisxiv	merveilles17_ms_bnfmsfr6143	pers30	le roy	organisation
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers31	M. le légat	convive
bernardin_gigault_bellefonds	merveilles17_ms_bnfmsfr6143	pers32	M. le marquis de Bellefonds	organisation
henri_albert_cosse_brissac	merveilles17_ms_bnfmsfr6143	pers33	les grand panetier	organisation
pierre_pernin_crenan	merveilles17_ms_bnfmsfr6143	pers34	grand Echanson	organisation
vandesure	merveilles17_ms_bnfmsfr6143	pers35	grand Tranchant	organisation
henri_albert_cosse_brissac	merveilles17_ms_bnfmsfr6143	pers36	M. de Cosse	convive
pierre_pernin_crenan	merveilles17_ms_bnfmsfr6143	pers37	le marquis de Crenan	organisation
vandesure	merveilles17_ms_bnfmsfr6143	pers38	de Vandesure	organisation
louisxiv	merveilles17_ms_bnfmsfr6143	pers39	Le roy	
louis_marie_aumont_rochebaron	merveilles17_ms_bnfmsfr6143	pers40	M. de Villequier	organisation
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers41	M. le légat	convive
louisxiv	merveilles17_ms_bnfmsfr6143	pers42	Le roy	convive
louisxiv	merveilles17_ms_bnfmsfr6143	pers43	le roy	convive
vandesure	merveilles17_ms_bnfmsfr6143	pers44	M. Vandesure	organisation
parfait_pere	merveilles17_ms_bnfmsfr6143	pers45	les controlleurs Parfait	organisation
parfait_fils	merveilles17_ms_bnfmsfr6143	pers46	les controlleurs Parfait	organisation
parfait_frere	merveilles17_ms_bnfmsfr6143	pers47	les controlleurs Parfait	organisation
chamois	merveilles17_ms_bnfmsfr6143	pers48	Chamoix	organisation
bernardin_gigault_bellefonds	merveilles17_ms_bnfmsfr6143	pers49	M. le marquis de Bellefonds	organisation
louisxiv	merveilles17_ms_bnfmsfr6143	pers50	Sa Majesté	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers51	M. le légat	
hj_bourbon_conde	merveilles17_ms_bnfmsfr6143	pers52	Monseigneur le grand maistre	
louisxiv	merveilles17_ms_bnfmsfr6143	pers53	Sa Majesté	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers54	M. le légat	
hj_bourbon_conde	merveilles17_ms_bnfmsfr6143	pers55	Monseigneur le grand m[aîtr]e	
bernardin_gigault_bellefonds	merveilles17_ms_bnfmsfr6143	pers56	M. le premier	
louisxiv	merveilles17_ms_bnfmsfr6143	pers57	Le roy	convive
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers58	M. le légat	convive
hj_bourbon_conde	merveilles17_ms_bnfmsfr6143	pers59	Monseigneur le grand m.[aîtr]e	organisation
louisxiv	merveilles17_ms_bnfmsfr6143	pers60	Sa Majesté	convive
joseph_langlois	merveilles17_ms_bnfmsfr6143	pers61	s.r Langlois, m[aîtr]e d’Hostel de quartier	organisation
bernardin_gigault_bellefonds	merveilles17_ms_bnfmsfr6143	pers62	M. le premier m.[aîtr]e d’hostel	organisation
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers63	S.E	convive
armand_du_cambout	merveilles17_ms_bnfmsfr6143	pers64	M. l’abbé de Couslin	
hj_bourbon_conde	merveilles17_ms_bnfmsfr6143	pers65	M. le duc	
henri_albert_cosse_brissac	merveilles17_ms_bnfmsfr6143	pers66	M. de Cosé	organisation
pierre_pernin_crenan	merveilles17_ms_bnfmsfr6143	pers67	M. de Crenan	organisation
vandesure	merveilles17_ms_bnfmsfr6143	pers68	M. de Vandesure	organisation
louisxiv	merveilles17_ms_bnfmsfr6143	pers69	Sa Majesté	convive
parfait_pere	merveilles17_ms_bnfmsfr6143	pers70	M. le Général Parfait	organisation
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers71	M. le légat	convive
hj_bourbon_conde	merveilles17_ms_bnfmsfr6143	pers72	M. le duc	organisation
louisxiv	merveilles17_ms_bnfmsfr6143	pers73	Sa Majesté	convive
joseph_langlois	merveilles17_ms_bnfmsfr6143	pers74	le s.r Langlois	organisation
marie_therese	merveilles17_ms_bnfmsfr6143	pers75	les reynes	spectateur
anne_d_autriche	merveilles17_ms_bnfmsfr6143	pers76	les reynes	spectateur
philippe_orleans	merveilles17_ms_bnfmsfr6143	pers77	Monsieur	spectateur
louisxiv	merveilles17_ms_bnfmsfr6143	pers78	le roy	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers79	M. le légat	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers80	S.E.	
louisxiv	merveilles17_ms_bnfmsfr6143	pers81	Sa Majesté	
louisxiv	merveilles17_ms_bnfmsfr6143	pers82	Sa Majesté	spectateur
marie_therese	merveilles17_ms_bnfmsfr6143	pers83	les reynes	spectateur
anne_d_autriche	merveilles17_ms_bnfmsfr6143	pers84	les reynes	spectateur
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers85	M. le légat	spectateur
corneille	merveilles17_ms_bnfmsfr6143	pers86	sieur Corneille	auteur
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers87	Elle	
anne_d_autriche	merveilles17_ms_bnfmsfr6143	pers88	la reyne mère	
louisxiv	merveilles17_ms_bnfmsfr6143	pers89	leurs Majestez	
marie_therese	merveilles17_ms_bnfmsfr6143	pers90	leurs Majestez	
anne_d_autriche	merveilles17_ms_bnfmsfr6143	pers91	leurs Majestez	
louisxiv	merveilles17_ms_bnfmsfr6143	pers92	Le roy	
louis_grand_dauphin	merveilles17_ms_bnfmsfr6143	pers93	M. le Dauphin	
louisxiv	merveilles17_ms_bnfmsfr6143	pers94	le roy	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers95	S.E.	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers96	S.E.	convive
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers97	S.E.	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers98	Elle	
paul_chantelou	merveilles17_ms_bnfmsfr6143	pers99	s.r de Chantelou	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers100	Elle	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers101	Elle	participant
marie_therese	merveilles17_ms_bnfmsfr6143	pers102	les reynes	participant
anne_d_autriche	merveilles17_ms_bnfmsfr6143	pers103	les reynes	participant
anne_d_autriche	merveilles17_ms_bnfmsfr6143	pers104	la reyne mère	
sigismondo_chigi	merveilles17_ms_bnfmsfr6143	pers105	don Sigismond	
celio_piccolomini	merveilles17_ms_bnfmsfr6143	pers106	marquis Picolominj	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers107	S.E.	
louisxiv	merveilles17_ms_bnfmsfr6143	pers108	Sa Majesté	
louisxiv	merveilles17_ms_bnfmsfr6143	pers109	le roy	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers110	Elle	
louisxiv	merveilles17_ms_bnfmsfr6143	pers111	le roy	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers112	Elle	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers113	S.E.	spectateur
marie_therese	merveilles17_ms_bnfmsfr6143	pers114	la reyne	spectateur
louisxiv	merveilles17_ms_bnfmsfr6143	pers115	le roy	participant
louisxiv	merveilles17_ms_bnfmsfr6143	pers116	le roy	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers117	M. le légat	
marie_therese	merveilles17_ms_bnfmsfr6143	pers118	la reyne	
flavio_chigi	merveilles17_ms_bnfmsfr6143	pers119	M. le légat	
paul_chantelou	merveilles17_ms_bnfmsfr6143	pers120	s.r de Chantelou	
bizincourt	merveilles17_ms_pie-bizincourt_001	author1	De Bizincourt	auteur
chauveau	merveilles17_ms_pie-bizincourt_001	author2	Chauveau François (1613-1676)	auteur
jean_petitot	merveilles17_ms_pie-bizincourt_001	author3	Petitot Jean (1607-1691)	auteur
louisxiv	merveilles17_ms_pie-bizincourt_001	pers1	LOVIS XIV	commanditaire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers2	ROY	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers3	VOSTRE MAIESTÉ	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers4	VOSTRE MAIESTÉ	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers5	VOSTRE MAIESTE	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers6	V. MAIESTÉ	
marie_therese	merveilles17_ms_pie-bizincourt_001	pers7	Reyne	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers8	V. MAIESTÉ	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers9	V. Majesté	
bizincourt	merveilles17_ms_pie-bizincourt_001	pers10	De Bizincovrt	auteur
louisxiv	merveilles17_ms_pie-bizincourt_001	pers11	ROY	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers12	GRAND ROY	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers13	Vôtre Majesté	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers14		
anne_d_autriche	merveilles17_ms_pie-bizincourt_001	pers15	REYNE MERE	destinataire
anne_d_autriche	merveilles17_ms_pie-bizincourt_001	pers16	REYNE	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers17	LOVIS	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers18	Roy	
marie_therese	merveilles17_ms_pie-bizincourt_001	pers19	REYNE	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers20	le Soleil de la Cour	
marie_therese	merveilles17_ms_pie-bizincourt_001	pers21	REYNE	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers22	LOVIS	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers23	LOVIS DE BOVRBON	
marie_therese	merveilles17_ms_pie-bizincourt_001	pers24	MARIE THERESE	
marie_therese	merveilles17_ms_pie-bizincourt_001	pers25	Therese	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers26	Dieu de nos LIS	
marie_therese	merveilles17_ms_pie-bizincourt_001	pers27	Reyne	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers28	sa Majesté	destinataire
saint_aignan	merveilles17_ms_pie-bizincourt_001	pers29	M.r le Duc de S.t Aignan	acteur
louisxiv	merveilles17_ms_pie-bizincourt_001	pers30	le Roy	acteur
anne_de_noailles	merveilles17_ms_pie-bizincourt_001	pers31	M.r le Duc de Noailles	acteur
henri_ii_de_guise	merveilles17_ms_pie-bizincourt_001	pers32	le Duc de Guise	acteur
henri_de_lorraine	merveilles17_ms_pie-bizincourt_001	pers33	le Comte d’Armagnac	acteur
jb_gaston_foix_candale	merveilles17_ms_pie-bizincourt_001	pers34	Ducs de Foix	acteur
armand_du_cambout	merveilles17_ms_pie-bizincourt_001	pers35	de Coislin	acteur
henri_de_daillon	merveilles17_ms_pie-bizincourt_001	pers36	le Comte du Lude	acteur
francois_vii_de_la_rochefoucauld	merveilles17_ms_pie-bizincourt_001	pers37	le Prince de Marsillac	acteur
louis_marie_aumont_rochebaron	merveilles17_ms_pie-bizincourt_001	pers38	Marquis de Villequier	acteur
cm_de_belleforiere	merveilles17_ms_pie-bizincourt_001	pers39	de Soyecourt	acteur
louis_crevant	merveilles17_ms_pie-bizincourt_001	pers40	Marquis d’Humieres	acteur
jf_de_labaume	merveilles17_ms_pie-bizincourt_001	pers41	la Valliere	acteur
hj_bourbon_conde	merveilles17_ms_pie-bizincourt_001	pers42	M.r le Duc	acteur
marie_therese	merveilles17_ms_pie-bizincourt_001	pers43	les Reynes	spectateur
anne_d_autriche	merveilles17_ms_pie-bizincourt_001	pers44	les Reynes	spectateur
marie_therese	merveilles17_ms_pie-bizincourt_001	pers45	Reyne	destinataire
marie_therese	merveilles17_ms_pie-bizincourt_001	pers46	la Reyne	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers47	LODOICI	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers48	LVDOVICVS XIV	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers49	LVDOVICVS XIIII	
saint_aignan	merveilles17_ms_pie-bizincourt_001	pers50	MONSIEVR LE DVC DE S.T AIGNAN	destinataire
saint_aignan	merveilles17_ms_pie-bizincourt_001	pers51	FRANÇOIS DE BEAUVVILLIER	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers52	ROY	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers53	LOVIS	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers54	LOVIS XIV	
louisxiii	merveilles17_ms_pie-bizincourt_001	pers55	Louis le Iuste 13.	
anne_d_autriche	merveilles17_ms_pie-bizincourt_001	pers56	Reyne	
felipeiii	merveilles17_ms_pie-bizincourt_001	pers57	Philippe 3. Roy d’Espagne	
anne_de_noailles	merveilles17_ms_pie-bizincourt_001	pers58	MONSIEVR LE DVC DE NOAILLE	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers59	Roy	
anne_de_noailles	merveilles17_ms_pie-bizincourt_001	pers60	NOAILLE	
anne_de_noailles	merveilles17_ms_pie-bizincourt_001	pers61	ANNE DE NOAILLE	
hj_bourbon_conde	merveilles17_ms_pie-bizincourt_001	pers62	MONSIEVR LE DVC	destinataire
hj_bourbon_conde	merveilles17_ms_pie-bizincourt_001	pers63	LOVIS IVLES DE BOVRBON	
henri_ii_de_guise	merveilles17_ms_pie-bizincourt_001	pers64	MONSIEVR LE DVC DE GVISE	destinataire
henri_ii_de_guise	merveilles17_ms_pie-bizincourt_001	pers65	HENRI DE LORRAINE	
henri_de_lorraine	merveilles17_ms_pie-bizincourt_001	pers66	MONSIEVR LE COMTE D’ARMAGNAC	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers67	sa Masjesté	
henri_de_lorraine	merveilles17_ms_pie-bizincourt_001	pers68	LOVIS DE LORRAINE	
jb_gaston_foix_candale	merveilles17_ms_pie-bizincourt_001	pers69	MONSIEVR LE DVC DE FOIX	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers70	LOVS	
jb_gaston_foix_candale	merveilles17_ms_pie-bizincourt_001	pers71	GASTON DE FOIX	
armand_du_cambout	merveilles17_ms_pie-bizincourt_001	pers72	MONSIEVR LE DVC DE COISLIN	destinataire
armand_du_cambout	merveilles17_ms_pie-bizincourt_001	pers73	ARMAND DV CAMBOVLT	
henri_de_daillon	merveilles17_ms_pie-bizincourt_001	pers74	MONSIEVR LE COMTE DV LVDE	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers75	Roy	
henri_de_daillon	merveilles17_ms_pie-bizincourt_001	pers76	HENRI DE DAILLON	
francois_vii_de_la_rochefoucauld	merveilles17_ms_pie-bizincourt_001	pers77	MONSIEVR LE PRINCE DE MARSILLAC	destinataire
francois_vii_de_la_rochefoucauld	merveilles17_ms_pie-bizincourt_001	pers78	Prince	
louisxiv	merveilles17_ms_pie-bizincourt_001	pers79	LOVIS	
francois_vii_de_la_rochefoucauld	merveilles17_ms_pie-bizincourt_001	pers80	FRANÇOIS DE LA ROCHEFOVCAULT	
louis_marie_aumont_rochebaron	merveilles17_ms_pie-bizincourt_001	pers81	MONSIEVR LE MARQVIS DE VILLEQVIER	destinataire
louis_marie_aumont_rochebaron	merveilles17_ms_pie-bizincourt_001	pers82	LOVIS MARIE DAVMONT ROCHEBARON	
cm_de_belleforiere	merveilles17_ms_pie-bizincourt_001	pers83	MONSIEVR LE MARQVIS DE SOYECOURT	destinataire
cm_de_belleforiere	merveilles17_ms_pie-bizincourt_001	pers84	MAXIMILIEN ANTOINE DE BELLEFORIERE	
louis_crevant	merveilles17_ms_pie-bizincourt_001	pers85	MONSIEVR LE MARQVIS D’HVMIERES	destinataire
louis_crevant	merveilles17_ms_pie-bizincourt_001	pers86	LOVIS DE CREVANT DHVUMIERES	
jf_de_labaume	merveilles17_ms_pie-bizincourt_001	pers87	MONSIEVR LE MARQ. DE LAVALLIERE	destinataire
jf_de_labaume	merveilles17_ms_pie-bizincourt_001	pers88	MONSIEVR LE MARQVIS DE LA VALLIERE	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers89	LOVIS	
jf_de_labaume	merveilles17_ms_pie-bizincourt_001	pers90	IEAN FRANÇOIS DE LA BAVME LE BLANC	
marie_therese	merveilles17_ms_pie-bizincourt_001	pers91	REYNE	destinataire
louisxiv	merveilles17_ms_pie-bizincourt_001	pers92	LOVIS	
marie_therese	merveilles17_ms_pie-bizincourt_001	pers93	Reyne	
